ticker,company_name,title,summary,text,search_term,sentiment_score,sentiment_label,published
SHOP,Shopify,Visa’s new tech lets AI shop—and pay—for you - Fast Company,Visa’s new tech lets AI shop—and pay—for you  Fast Company,Visa’s new tech lets AI shop—and pay—for you - Fast Company. Visa’s new tech lets AI shop—and pay—for you  Fast Company,AI,-0.996403,negative,2025-04-30 18:06:46
SHOP,Shopify,Mastercard (MA) Launches Tools to Let AI Agents Shop for You - The Globe and Mail,Mastercard (MA) Launches Tools to Let AI Agents Shop for You  The Globe and Mail,Mastercard (MA) Launches Tools to Let AI Agents Shop for You - The Globe and Mail. Mastercard (MA) Launches Tools to Let AI Agents Shop for You  The Globe and Mail,AI,-0.9946747,negative,2025-04-30 17:58:00
SHOP,Shopify,Shopify Charges Higher After Retail AI Boom; Earnings Loom - Investor's Business Daily,Shopify Charges Higher After Retail AI Boom; Earnings Loom  Investor's Business Daily,Shopify Charges Higher After Retail AI Boom; Earnings Loom - Investor's Business Daily. Shopify Charges Higher After Retail AI Boom; Earnings Loom  Investor's Business Daily,AI,0.92203724,neutral,2025-04-29 16:16:00
SHOP,Shopify,I use vibe coding and AI to run my Etsy and Shopify store. It's helped me more than double my revenue in a year. - Business Insider,I use vibe coding and AI to run my Etsy and Shopify store. It's helped me more than double my revenue in a year.  Business Insider,I use vibe coding and AI to run my Etsy and Shopify store. It's helped me more than double my revenue in a year. - Business Insider. I use vibe coding and AI to run my Etsy and Shopify store. It's helped me more than double my revenue in a year.  Business Insider,AI,0.9999875,neutral,2025-04-24 07:00:00
SHOP,Shopify,Shopify CEO’s bold AI memo a lesson for other executives - SmartCompany,Shopify CEO’s bold AI memo a lesson for other executives  SmartCompany,Shopify CEO’s bold AI memo a lesson for other executives - SmartCompany. Shopify CEO’s bold AI memo a lesson for other executives  SmartCompany,AI,0.91499835,neutral,2025-04-23 22:23:17
SHOP,Shopify,More Companies Like PayPal and Shopify (SHOP) Are Choosing AI over Workers - The Globe and Mail,More Companies Like PayPal and Shopify (SHOP) Are Choosing AI over Workers  The Globe and Mail,More Companies Like PayPal and Shopify (SHOP) Are Choosing AI over Workers - The Globe and Mail. More Companies Like PayPal and Shopify (SHOP) Are Choosing AI over Workers  The Globe and Mail,AI,-0.9999913,negative,2025-04-18 00:52:00
SHOP,Shopify,BigBear.ai: The AI Growth Stock to Avoid - MoneyMorning.com,BigBear.ai: The AI Growth Stock to Avoid  MoneyMorning.com,BigBear.ai: The AI Growth Stock to Avoid - MoneyMorning.com. BigBear.ai: The AI Growth Stock to Avoid  MoneyMorning.com,AI,-0.994466,negative,2025-04-15 07:00:00
SHOP,Shopify,"JMP maintains $135 price target on Shopify stock, cites AI focus - Investing.com","JMP maintains $135 price target on Shopify stock, cites AI focus  Investing.com","JMP maintains $135 price target on Shopify stock, cites AI focus - Investing.com. JMP maintains $135 price target on Shopify stock, cites AI focus  Investing.com",AI,-0.9999938,negative,2025-04-14 07:00:00
SHOP,Shopify,Business Tech News: Shopify CEO Says AI First Before Employees - Forbes,Business Tech News: Shopify CEO Says AI First Before Employees  Forbes,Business Tech News: Shopify CEO Says AI First Before Employees - Forbes. Business Tech News: Shopify CEO Says AI First Before Employees  Forbes,AI,-0.9999807,negative,2025-04-13 07:00:00
SHOP,Shopify,The Rising AI Revolution in Business: From Shopify's Bold Move to Bank of America's Pervasive Integration - macnifico.pt,The Rising AI Revolution in Business: From Shopify's Bold Move to Bank of America's Pervasive Integration  macnifico.pt,The Rising AI Revolution in Business: From Shopify's Bold Move to Bank of America's Pervasive Integration - macnifico.pt. The Rising AI Revolution in Business: From Shopify's Bold Move to Bank of America's Pervasive Integration  macnifico.pt,AI,-0.76816124,negative,2025-04-13 07:00:00
