ticker,company_name,title,summary,text,search_term,sentiment_score,sentiment_label,published
MBGYY,Mercedes-Benz,Sustainability Update 2025. - Mercedes-Benz Group,Sustainability Update 2025.  Mercedes-Benz Group,Sustainability Update 2025. - Mercedes-Benz Group. Sustainability Update 2025.  Mercedes-Benz Group,ESG,-0.9999765,negative,2025-03-28 07:00:00
MBGYY,Mercedes-Benz,"Mercedes-Benz, DB Schenker Set Record SAF Deal to Cut 40,000 Tons of CO2 Emissions - ESG News","Mercedes-Benz, DB Schenker Set Record SAF Deal to Cut 40,000 Tons of CO2 Emissions  ESG News","Mercedes-Benz, DB Schenker Set Record SAF Deal to Cut 40,000 Tons of CO2 Emissions - ESG News. Mercedes-Benz, DB Schenker Set Record SAF Deal to Cut 40,000 Tons of CO2 Emissions  ESG News",ESG,-0.9999081,negative,2025-03-14 07:00:00
MBGYY,Mercedes-Benz,Blue Chip Companies Are Ditching ESG Terms From Their Loans - BNN Bloomberg,Blue Chip Companies Are Ditching ESG Terms From Their Loans  BNN Bloomberg,Blue Chip Companies Are Ditching ESG Terms From Their Loans - BNN Bloomberg. Blue Chip Companies Are Ditching ESG Terms From Their Loans  BNN Bloomberg,ESG,-0.99999714,negative,2024-12-18 08:00:00
MBGYY,Mercedes-Benz,Mercedes-Benz Aligns Business Strategy with Six Key ESG Focus Areas - ESG News,Mercedes-Benz Aligns Business Strategy with Six Key ESG Focus Areas  ESG News,Mercedes-Benz Aligns Business Strategy with Six Key ESG Focus Areas - ESG News. Mercedes-Benz Aligns Business Strategy with Six Key ESG Focus Areas  ESG News,ESG,-0.9999895,negative,2024-11-25 08:00:00
MBGYY,Mercedes-Benz,Mercedes-Benz Sharpens Sustainability Focus on 6 Key ESG Areas - ESG Today,Mercedes-Benz Sharpens Sustainability Focus on 6 Key ESG Areas  ESG Today,Mercedes-Benz Sharpens Sustainability Focus on 6 Key ESG Areas - ESG Today. Mercedes-Benz Sharpens Sustainability Focus on 6 Key ESG Areas  ESG Today,ESG,-0.9999989,negative,2024-11-21 08:00:00
MBGYY,Mercedes-Benz,What are Mercedes-Benz’s Six Sustainability Focus Areas? - Sustainability Magazine,What are Mercedes-Benz’s Six Sustainability Focus Areas?  Sustainability Magazine,What are Mercedes-Benz’s Six Sustainability Focus Areas? - Sustainability Magazine. What are Mercedes-Benz’s Six Sustainability Focus Areas?  Sustainability Magazine,ESG,-0.9999988,negative,2024-11-21 08:00:00
MBGYY,Mercedes-Benz,Mercedes-Benz seeks circularity with new battery recycling plant - ESG Dive,Mercedes-Benz seeks circularity with new battery recycling plant  ESG Dive,Mercedes-Benz seeks circularity with new battery recycling plant - ESG Dive. Mercedes-Benz seeks circularity with new battery recycling plant  ESG Dive,ESG,-0.9710113,negative,2024-11-11 08:00:00
MBGYY,Mercedes-Benz,ESG News Recap: Mercedes F1 Adopting 98 Percent e-fuel and Major Regulation Changes in Green Finance - Impakter,ESG News Recap: Mercedes F1 Adopting 98 Percent e-fuel and Major Regulation Changes in Green Finance  Impakter,ESG News Recap: Mercedes F1 Adopting 98 Percent e-fuel and Major Regulation Changes in Green Finance - Impakter. ESG News Recap: Mercedes F1 Adopting 98 Percent e-fuel and Major Regulation Changes in Green Finance  Impakter,ESG,-0.99997604,negative,2024-10-22 07:00:00
MBGYY,Mercedes-Benz,"Mercedes-Benz Launches Battery Recycling Plant Producing New Vehicle-Grade Lithium, Nickel and Cobalt - ESG Today","Mercedes-Benz Launches Battery Recycling Plant Producing New Vehicle-Grade Lithium, Nickel and Cobalt  ESG Today","Mercedes-Benz Launches Battery Recycling Plant Producing New Vehicle-Grade Lithium, Nickel and Cobalt - ESG Today. Mercedes-Benz Launches Battery Recycling Plant Producing New Vehicle-Grade Lithium, Nickel and Cobalt  ESG Today",ESG,-0.998602,negative,2024-10-21 07:00:00
MBGYY,Mercedes-Benz,An ESG Backlash Erupts in Europe on World’s Strictest Rules - Insurance Journal,An ESG Backlash Erupts in Europe on World’s Strictest Rules  Insurance Journal,An ESG Backlash Erupts in Europe on World’s Strictest Rules - Insurance Journal. An ESG Backlash Erupts in Europe on World’s Strictest Rules  Insurance Journal,ESG,-0.9981079,negative,2024-09-10 07:00:00
